사고ID,데이터구분,연도,사고일자,월,요일,학년,학년급,사고시간_정리,발생시각,사고장소_정리,사고당시활동_정리,사고형태_정리
SAMPLE-02971,합성 예시 데이터,2023,2023-09-01,9,금요일,5,고학년,1교시,09:03,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-02972,합성 예시 데이터,2022,2022-09-09,9,금요일,6,고학년,5교시,13:07,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-02973,합성 예시 데이터,2022,2022-11-30,11,수요일,5,고학년,6교시,14:12,교실·학습공간,수업·실습,넘어짐
SAMPLE-02974,합성 예시 데이터,2025,2025-07-18,7,금요일,6,고학년,쉬는시간,11:54,운동장,놀이·휴식,부딪힘·충돌
SAMPLE-02975,합성 예시 데이터,2021,2021-08-11,8,수요일,4,고학년,쉬는시간,12:47,계단·복도,이동·보행,미끄러짐
SAMPLE-02976,합성 예시 데이터,2021,2021-03-26,3,금요일,6,고학년,쉬는시간,09:55,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-02977,합성 예시 데이터,2025,2025-11-14,11,금요일,5,고학년,1교시,09:36,강당·체육관,기타 체육,추락
SAMPLE-02978,합성 예시 데이터,2021,2021-10-07,10,목요일,3,고학년,5교시,13:03,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02979,합성 예시 데이터,2025,2025-10-17,10,금요일,1,저학년,쉬는시간,12:08,교실·학습공간,놀이·휴식,기타
SAMPLE-02980,합성 예시 데이터,2022,2022-06-13,6,월요일,5,고학년,5교시,13:33,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02981,합성 예시 데이터,2025,2025-04-08,4,화요일,4,고학년,쉬는시간,13:36,화장실·위생공간,이동·보행,추락
SAMPLE-02982,합성 예시 데이터,2025,2025-12-18,12,목요일,6,고학년,3교시,11:03,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02983,합성 예시 데이터,2025,2025-09-23,9,화요일,5,고학년,쉬는시간,11:08,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-02984,합성 예시 데이터,2022,2022-12-02,12,금요일,6,고학년,6교시,13:58,강당·체육관,이동·보행,추락
SAMPLE-02985,합성 예시 데이터,2024,2024-12-18,12,수요일,4,고학년,하교,15:05,계단·복도,놀이·휴식,미끄러짐
SAMPLE-02986,합성 예시 데이터,2025,2025-03-19,3,수요일,3,고학년,2교시,10:02,교실·학습공간,수업·실습,넘어짐
SAMPLE-02987,합성 예시 데이터,2023,2023-06-29,6,목요일,3,고학년,점심시간,12:34,급식·위생공간,이동·보행,부딪힘·충돌
SAMPLE-02988,합성 예시 데이터,2023,2023-04-17,4,월요일,5,고학년,점심시간,12:57,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02989,합성 예시 데이터,2022,2022-09-12,9,월요일,1,저학년,하교,15:21,교문·외부동선,이동·보행,추락
SAMPLE-02990,합성 예시 데이터,2025,2025-10-31,10,금요일,3,고학년,하교,14:47,교문·외부동선,교통·탑승,기타
SAMPLE-02991,합성 예시 데이터,2025,2025-07-25,7,금요일,5,고학년,5교시,13:13,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-02992,합성 예시 데이터,2025,2025-03-19,3,수요일,3,고학년,점심시간,12:40,급식·위생공간,식사·위생,화상
SAMPLE-02993,합성 예시 데이터,2021,2021-09-20,9,월요일,2,저학년,하교,15:01,교문·외부동선,이동·보행,넘어짐
SAMPLE-02994,합성 예시 데이터,2021,2021-03-16,3,화요일,5,고학년,쉬는시간,12:47,교실·학습공간,수업·실습,넘어짐
SAMPLE-02995,합성 예시 데이터,2022,2022-09-27,9,화요일,3,고학년,1교시,09:15,운동장,놀이·휴식,넘어짐
SAMPLE-02996,합성 예시 데이터,2024,2024-08-26,8,월요일,2,저학년,하교,15:13,운동장,구기·라켓스포츠,기타
SAMPLE-02997,합성 예시 데이터,2023,2023-12-14,12,목요일,1,저학년,점심시간,12:26,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-02998,합성 예시 데이터,2024,2024-09-05,9,목요일,2,저학년,방과후,17:02,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-02999,합성 예시 데이터,2021,2021-03-08,3,월요일,2,저학년,하교,16:47,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-03000,합성 예시 데이터,2025,2025-03-21,3,금요일,6,고학년,점심시간,12:51,계단·복도,놀이·휴식,기타
SAMPLE-03001,합성 예시 데이터,2024,2024-05-02,5,목요일,4,고학년,쉬는시간,10:43,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-03002,합성 예시 데이터,2022,2022-10-24,10,월요일,3,고학년,쉬는시간,12:27,계단·복도,이동·보행,미끄러짐
SAMPLE-03003,합성 예시 데이터,2023,2023-06-20,6,화요일,5,고학년,3교시,10:53,교실·학습공간,놀이·휴식,기타
SAMPLE-03004,합성 예시 데이터,2024,2024-07-31,7,수요일,2,저학년,하교,14:21,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-03005,합성 예시 데이터,2022,2022-09-28,9,수요일,5,고학년,방과후,14:38,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-03006,합성 예시 데이터,2021,2021-07-21,7,수요일,3,고학년,등교 전,07:56,계단·복도,이동·보행,추락
SAMPLE-03007,합성 예시 데이터,2022,2022-11-02,11,수요일,3,고학년,5교시,13:33,운동장,놀이·휴식,넘어짐
SAMPLE-03008,합성 예시 데이터,2025,2025-12-03,12,수요일,2,저학년,6교시,13:56,운동장,기타 체육,추락
SAMPLE-03009,합성 예시 데이터,2025,2025-05-29,5,목요일,3,고학년,6교시,14:26,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-03010,합성 예시 데이터,2023,2023-10-02,10,월요일,1,저학년,쉬는시간,13:04,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-03011,합성 예시 데이터,2025,2025-03-03,3,월요일,4,고학년,점심시간,12:22,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-03012,합성 예시 데이터,2022,2022-05-16,5,월요일,1,저학년,1교시,09:17,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-03013,합성 예시 데이터,2025,2025-09-23,9,화요일,6,고학년,방과후,16:04,운동장,구기·라켓스포츠,넘어짐
SAMPLE-03014,합성 예시 데이터,2024,2024-07-02,7,화요일,3,고학년,방과후,16:29,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-03015,합성 예시 데이터,2024,2024-10-21,10,월요일,2,저학년,방과후,15:26,강당·체육관,기타 체육,부딪힘·충돌
SAMPLE-03016,합성 예시 데이터,2025,2025-08-04,8,월요일,5,고학년,하교,15:23,교문·외부동선,놀이·휴식,넘어짐
SAMPLE-03017,합성 예시 데이터,2024,2024-10-22,10,화요일,1,저학년,하교,16:54,운동장,이동·보행,넘어짐
SAMPLE-03018,합성 예시 데이터,2022,2022-04-21,4,목요일,5,고학년,3교시,10:55,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-03019,합성 예시 데이터,2025,2025-03-25,3,화요일,3,고학년,하교,16:52,계단·복도,이동·보행,넘어짐
SAMPLE-03020,합성 예시 데이터,2023,2023-05-08,5,월요일,5,고학년,6교시,14:28,운동장,구기·라켓스포츠,기타
SAMPLE-03021,합성 예시 데이터,2024,2024-07-09,7,화요일,6,고학년,6교시,14:18,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-03022,합성 예시 데이터,2023,2023-07-03,7,월요일,6,고학년,2교시,10:03,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-03023,합성 예시 데이터,2025,2025-08-04,8,월요일,5,고학년,점심시간,12:17,계단·복도,놀이·휴식,넘어짐
SAMPLE-03024,합성 예시 데이터,2021,2021-11-01,11,월요일,3,고학년,3교시,11:08,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-03025,합성 예시 데이터,2025,2025-11-27,11,목요일,3,고학년,점심시간,12:33,급식·위생공간,식사·위생,넘어짐
SAMPLE-03026,합성 예시 데이터,2024,2024-05-28,5,화요일,4,고학년,방과후,16:02,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-03027,합성 예시 데이터,2023,2023-04-24,4,월요일,2,저학년,방과후,17:12,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-03028,합성 예시 데이터,2024,2024-05-23,5,목요일,6,고학년,6교시,14:20,운동장,이동·보행,추락
SAMPLE-03029,합성 예시 데이터,2024,2024-08-27,8,화요일,5,고학년,3교시,10:55,교실·학습공간,놀이·휴식,기타
SAMPLE-03030,합성 예시 데이터,2023,2023-03-28,3,화요일,1,저학년,점심시간,12:44,교실·학습공간,이동·보행,넘어짐
SAMPLE-03031,합성 예시 데이터,2023,2023-03-30,3,목요일,1,저학년,1교시,09:47,계단·복도,이동·보행,미끄러짐
SAMPLE-03032,합성 예시 데이터,2022,2022-05-16,5,월요일,4,고학년,쉬는시간,11:00,교실·학습공간,수업·실습,넘어짐
SAMPLE-03033,합성 예시 데이터,2025,2025-05-29,5,목요일,2,저학년,2교시,10:07,강당·체육관,기타 체육,넘어짐
SAMPLE-03034,합성 예시 데이터,2025,2025-11-03,11,월요일,6,고학년,2교시,10:16,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-03035,합성 예시 데이터,2021,2021-09-02,9,목요일,6,고학년,하교,15:30,교문·외부동선,이동·보행,넘어짐
SAMPLE-03036,합성 예시 데이터,2022,2022-03-31,3,목요일,5,고학년,3교시,10:56,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-03037,합성 예시 데이터,2024,2024-11-19,11,화요일,3,고학년,6교시,14:17,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-03038,합성 예시 데이터,2024,2024-09-02,9,월요일,4,고학년,3교시,10:41,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-03039,합성 예시 데이터,2025,2025-05-16,5,금요일,1,저학년,3교시,11:02,운동장,놀이·휴식,넘어짐
SAMPLE-03040,합성 예시 데이터,2023,2023-09-04,9,월요일,4,고학년,쉬는시간,11:38,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-03041,합성 예시 데이터,2025,2025-03-14,3,금요일,3,고학년,4교시,11:59,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-03042,합성 예시 데이터,2023,2023-04-07,4,금요일,1,저학년,3교시,11:16,강당·체육관,기타 체육,추락
SAMPLE-03043,합성 예시 데이터,2023,2023-08-17,8,목요일,4,고학년,5교시,13:43,교실·학습공간,놀이·휴식,기타
SAMPLE-03044,합성 예시 데이터,2021,2021-05-04,5,화요일,1,저학년,점심시간,12:46,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-03045,합성 예시 데이터,2024,2024-12-13,12,금요일,6,고학년,쉬는시간,10:24,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-03046,합성 예시 데이터,2024,2024-08-20,8,화요일,1,저학년,점심시간,12:40,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-03047,합성 예시 데이터,2021,2021-05-17,5,월요일,4,고학년,5교시,13:13,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-03048,합성 예시 데이터,2024,2024-09-12,9,목요일,1,저학년,점심시간,12:50,급식·위생공간,놀이·휴식,미끄러짐
SAMPLE-03049,합성 예시 데이터,2023,2023-06-13,6,화요일,1,저학년,쉬는시간,11:44,계단·복도,놀이·휴식,기타
SAMPLE-03050,합성 예시 데이터,2024,2024-12-20,12,금요일,2,저학년,쉬는시간,13:34,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-03051,합성 예시 데이터,2024,2024-04-18,4,목요일,6,고학년,등교 전,07:50,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-03052,합성 예시 데이터,2021,2021-10-22,10,금요일,2,저학년,하교,16:07,교문·외부동선,이동·보행,넘어짐
SAMPLE-03053,합성 예시 데이터,2024,2024-04-12,4,금요일,6,고학년,방과후,17:15,강당·체육관,기타 체육,부딪힘·충돌
SAMPLE-03054,합성 예시 데이터,2022,2022-11-11,11,금요일,1,저학년,1교시,09:39,강당·체육관,기타 체육,넘어짐
SAMPLE-03055,합성 예시 데이터,2023,2023-03-03,3,금요일,4,고학년,점심시간,12:25,계단·복도,이동·보행,추락
SAMPLE-03056,합성 예시 데이터,2023,2023-07-25,7,화요일,1,저학년,하교,14:03,교실·학습공간,수업·실습,기타
SAMPLE-03057,합성 예시 데이터,2024,2024-10-01,10,화요일,5,고학년,점심시간,12:50,급식·위생공간,이동·보행,미끄러짐
SAMPLE-03058,합성 예시 데이터,2025,2025-12-11,12,목요일,3,고학년,1교시,09:35,계단·복도,이동·보행,넘어짐
SAMPLE-03059,합성 예시 데이터,2021,2021-08-24,8,화요일,5,고학년,하교,16:12,교문·외부동선,이동·보행,넘어짐
SAMPLE-03060,합성 예시 데이터,2021,2021-12-20,12,월요일,3,고학년,2교시,10:06,강당·체육관,기타 체육,넘어짐
SAMPLE-03061,합성 예시 데이터,2023,2023-08-03,8,목요일,5,고학년,1교시,09:28,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-03062,합성 예시 데이터,2023,2023-05-11,5,목요일,3,고학년,2교시,10:01,강당·체육관,이동·보행,미끄러짐
SAMPLE-03063,합성 예시 데이터,2025,2025-06-27,6,금요일,6,고학년,3교시,10:51,운동장,기타 체육,넘어짐
SAMPLE-03064,합성 예시 데이터,2023,2023-10-06,10,금요일,3,고학년,6교시,13:57,계단·복도,놀이·휴식,넘어짐
SAMPLE-03065,합성 예시 데이터,2025,2025-04-24,4,목요일,4,고학년,6교시,14:00,운동장,기타 체육,기타
SAMPLE-03066,합성 예시 데이터,2022,2022-08-25,8,목요일,1,저학년,1교시,09:15,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-03067,합성 예시 데이터,2021,2021-05-20,5,목요일,3,고학년,5교시,13:12,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-03068,합성 예시 데이터,2025,2025-12-17,12,수요일,3,고학년,쉬는시간,13:40,계단·복도,놀이·휴식,넘어짐
SAMPLE-03069,합성 예시 데이터,2025,2025-11-03,11,월요일,1,저학년,2교시,10:25,강당·체육관,기타 체육,넘어짐
SAMPLE-03070,합성 예시 데이터,2021,2021-10-25,10,월요일,2,저학년,점심시간,12:15,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-03071,합성 예시 데이터,2023,2023-07-24,7,월요일,6,고학년,방과후,16:07,교실·학습공간,놀이·휴식,기타
SAMPLE-03072,합성 예시 데이터,2025,2025-04-16,4,수요일,3,고학년,3교시,10:41,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-03073,합성 예시 데이터,2023,2023-03-20,3,월요일,4,고학년,4교시,11:45,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-03074,합성 예시 데이터,2021,2021-03-24,3,수요일,6,고학년,3교시,11:11,운동장,이동·보행,넘어짐
SAMPLE-03075,합성 예시 데이터,2025,2025-07-09,7,수요일,5,고학년,등교 전,08:30,교실·학습공간,수업·실습,기타
SAMPLE-03076,합성 예시 데이터,2022,2022-08-16,8,화요일,1,저학년,쉬는시간,11:24,계단·복도,이동·보행,추락
SAMPLE-03077,합성 예시 데이터,2023,2023-09-04,9,월요일,4,고학년,6교시,13:54,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-03078,합성 예시 데이터,2025,2025-05-02,5,금요일,4,고학년,2교시,09:50,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-03079,합성 예시 데이터,2021,2021-09-22,9,수요일,2,저학년,쉬는시간,11:43,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-03080,합성 예시 데이터,2025,2025-08-18,8,월요일,2,저학년,쉬는시간,13:52,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-03081,합성 예시 데이터,2024,2024-11-18,11,월요일,6,고학년,하교,17:22,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-03082,합성 예시 데이터,2025,2025-10-20,10,월요일,2,저학년,1교시,09:26,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-03083,합성 예시 데이터,2025,2025-12-02,12,화요일,3,고학년,점심시간,12:21,교실·학습공간,이동·보행,넘어짐
SAMPLE-03084,합성 예시 데이터,2025,2025-09-09,9,화요일,3,고학년,점심시간,12:57,계단·복도,이동·보행,미끄러짐
SAMPLE-03085,합성 예시 데이터,2024,2024-08-01,8,목요일,3,고학년,3교시,11:21,운동장,놀이·휴식,부딪힘·충돌
SAMPLE-03086,합성 예시 데이터,2022,2022-05-18,5,수요일,4,고학년,5교시,13:01,강당·체육관,기타 체육,넘어짐
SAMPLE-03087,합성 예시 데이터,2024,2024-07-11,7,목요일,2,저학년,점심시간,12:44,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-03088,합성 예시 데이터,2022,2022-08-03,8,수요일,4,고학년,6교시,14:19,운동장,놀이·휴식,넘어짐
SAMPLE-03089,합성 예시 데이터,2021,2021-04-07,4,수요일,4,고학년,쉬는시간,13:14,계단·복도,이동·보행,추락
SAMPLE-03090,합성 예시 데이터,2022,2022-04-01,4,금요일,5,고학년,2교시,10:11,강당·체육관,기타 체육,넘어짐
SAMPLE-03091,합성 예시 데이터,2023,2023-03-27,3,월요일,5,고학년,쉬는시간,11:37,운동장,놀이·휴식,넘어짐
SAMPLE-03092,합성 예시 데이터,2025,2025-07-22,7,화요일,3,고학년,하교,16:21,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-03093,합성 예시 데이터,2022,2022-10-20,10,목요일,1,저학년,5교시,13:06,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-03094,합성 예시 데이터,2023,2023-05-31,5,수요일,2,저학년,쉬는시간,11:17,운동장,놀이·휴식,넘어짐
SAMPLE-03095,합성 예시 데이터,2022,2022-12-19,12,월요일,6,고학년,6교시,14:23,교실·학습공간,수업·실습,넘어짐
SAMPLE-03096,합성 예시 데이터,2024,2024-07-08,7,월요일,4,고학년,방과후,15:06,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-03097,합성 예시 데이터,2021,2021-11-25,11,목요일,2,저학년,점심시간,12:42,운동장,구기·라켓스포츠,기타
SAMPLE-03098,합성 예시 데이터,2022,2022-10-03,10,월요일,2,저학년,5교시,13:41,계단·복도,이동·보행,미끄러짐
SAMPLE-03099,합성 예시 데이터,2022,2022-11-01,11,화요일,1,저학년,쉬는시간,12:12,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-03100,합성 예시 데이터,2021,2021-09-09,9,목요일,2,저학년,5교시,13:31,교실·학습공간,수업·실습,넘어짐
